location	product_ean	code	store_name
Europe/Paris	0634738034466	FR	Valence
Asia/Makassar	7872548717244	ID	Majene
Europe/Berlin	7537244933335	DE	Karben
Asia/Kolkata	2204610149779	IN	Osmanabad
Asia/Manila	6977089968115	PH	Cebu City
America/New_York	5321144915681	US	Massapequa
Europe/Berlin	5097297478143	DE	Korschenbroich
America/New_York	4957288693461	US	Nutley
America/Los_Angeles	7660272149192	US	Indio
America/Chicago	1269865667424	US	Hueytown
Asia/Shanghai	6523017517322	CN	Jiangyan
Europe/Berlin	0238049553984	DE	Siegburg
Europe/Moscow	7078332161679	RU	Buynaksk
Asia/Jakarta	2861071215865	ID	Muncar
Africa/Douala	5487401004731	CM	Idenao
Europe/Madrid	9496544455290	ES	Baza
America/Chicago	1768209476468	US	Grand Forks
Asia/Kuala_Lumpur	8341573004289	MY	Batu Feringgi
Asia/Seoul	6190029726310	KR	Hongseong
Europe/Warsaw	2972547450526	PL	Brzeg
America/New_York	4606342834806	US	Mechanicsville
Asia/Tokyo	1895256879901	JP	Yao
America/Panama	0663333868190	PA	Chilibre
Europe/Paris	8557953138714	FR	Marly-le-Roi
Asia/Shanghai	4304393779472	CN	Haicheng
Asia/Manila	7516115538985	PH	Jagna
Europe/Rome	6646770698678	IT	Portogruaro
Asia/Shanghai	5909762746858	CN	Haicheng
Africa/Luanda	0641527506233	AO	Luena
Asia/Karachi	4424106163197	PK	Kot Addu
Europe/Berlin	3545135153896	DE	Hofheim am Taunus
Asia/Colombo	1905931106199	LK	Hendala
Europe/Oslo	9441030788796	NO	Harstad
Europe/Berlin	2401154351426	DE	Kirchlengern
Europe/Tallinn	4911438230135	EE	Narva
America/Sao_Paulo	1335893715731	BR	Itaperuna
Asia/Kolkata	1399257373326	IN	Bhayandar
America/Bogota	3379232413344	CO	El Copey
America/New_York	5131663495119	US	Utica
America/Los_Angeles	0767312080501	US	Camarillo
America/Chicago	1545347565946	US	Tupelo
Europe/Kiev	2998992075879	UA	Shepetivka
Europe/Istanbul	5341454461982	TR	Bergama
America/New_York	2576151298583	US	Middletown
Europe/Amsterdam	3599770819907	NL	Zeist
America/Santiago	5155866766630	CL	Chiguayante
Africa/Khartoum	7738109910915	SD	Ar Ruseris
Asia/Bangkok	1928273507899	TH	Kantharalak
Australia/Sydney	6951206896024	AU	Baulkham Hills
America/New_York	0976094565346	US	Morningside Heights
Europe/Berlin	3832923434931	DE	Gifhorn
Asia/Yekaterinburg	6285560093844	RU	Beryozovsky
Europe/Rome	1855442500088	IT	Volla
America/Maceio	9862762391311	BR	Lagarto
America/Port-au-Prince	3851232022585	HT	Croix-des-Bouquets
America/Chicago	3681903726098	US	Huntley
Asia/Kolkata	4475797001862	IN	Kundla
Asia/Manila	8329496540954	PH	Antipolo
Europe/Madrid	5928347505147	ES	Palafrugell
Australia/Perth	3603181359812	AU	Perth
Asia/Jakarta	2890007701325	ID	Kudus
Europe/Berlin	2847342131393	DE	Nidderau
America/Bogota	4615323817752	CO	Puerto Colombia
Asia/Jakarta	9915021887039	ID	Randudongkal
Europe/Rome	9699376637494	IT	Villabate
Asia/Kabul	5223206278560	AF	Sar-e Pul
Europe/Moscow	0431365476603	RU	Dyat’kovo
America/New_York	6382728759472	US	Kensington
Europe/Kiev	4527100661536	UA	Kherson
Europe/Berlin	0147582260221	DE	Karben
Europe/Berlin	4755773774554	DE	Gronau
Asia/Yekaterinburg	6972607225855	RU	Izluchinsk
Europe/Istanbul	6733411428968	TR	Aksaray
Asia/Karachi	8943571093397	PK	Sangla Hill
Europe/Rome	2353439687594	IT	Misterbianco
Asia/Jakarta	1098356057273	ID	Pekanbaru
Europe/London	9999734900391	GB	Rutherglen
Asia/Manila	0487354060933	PH	Pilar
Asia/Kuala_Lumpur	1748846849412	MY	Kulai
America/New_York	9623639037349	US	Massapequa
Europe/Berlin	3843472614729	DE	Bad Segeberg
Europe/Kiev	4053078288104	UA	Hlukhiv
Africa/Algiers	8702198769876	DZ	Thenia
Africa/Casablanca	8153719848493	MA	Oulmes
America/New_York	0564833842720	US	Dumont
Asia/Colombo	9860601714871	LK	Dehiwala-Mount Lavinia
Asia/Kolkata	4119518287394	IN	Kheda
Australia/Melbourne	4452238369927	AU	Frankston South
Asia/Shanghai	8788582540856	CN	Boli
America/New_York	1181962360742	US	Woodlawn
Australia/Sydney	0622520157851	AU	Strathfield
Asia/Tokyo	5628184899651	JP	Motomachi
America/Bogota	8537001512598	CO	Socorro
America/Sao_Paulo	7480197223728	BR	Curitiba
Europe/Moscow	7524609560459	RU	Buynaksk
Europe/Brussels	7410061558014	BE	Beveren
America/Los_Angeles	6634869885238	US	Troutdale
Asia/Kuala_Lumpur	8613369966508	MY	Kulai
America/Santarem	5817611332698	BR	Altamira
Europe/Zurich	5157153354872	CH	Adliswil
Europe/London	0132070915271	GB	Hartley
Asia/Kolkata	8728927982378	IN	Saharsa
America/New_York	7522570342326	US	Taunton
Asia/Kolkata	5307324813350	IN	Dharmapuri
Asia/Kolkata	1265231642521	IN	Chharra
America/New_York	9907303059913	US	Lexington
Europe/London	6937384625885	GB	Viewpark
America/Bogota	0847982424321	CO	Puerto Colombia
Africa/Abidjan	8675544124882	CI	Bonoua
Asia/Kolkata	2917257533398	IN	Hungund
Asia/Tokyo	0366604513361	JP	Toba
America/Los_Angeles	5168654332283	US	Palm Desert
Asia/Karachi	0276471068188	PK	Alipur
Europe/Berlin	3599060609256	DE	Zeitz
Asia/Jakarta	5138559324522	ID	Labuhan Deli
Africa/Casablanca	3598512780611	MA	Azrou
Europe/Berlin	0606903728302	DE	Radevormwald
Europe/Malta	2551613302107	MT	Valletta
America/Chicago	4404408917438	US	Grand Forks
Australia/Perth	1758203679231	AU	Perth
Africa/Douala	7833834429685	CM	Tonga
Australia/Perth	2350746825800	AU	Perth
Asia/Seoul	3945417541012	KR	Eisen
Asia/Jakarta	1429464360564	ID	Pameungpeuk
Europe/London	2713846221260	GB	Winsford
Europe/Istanbul	9909812767235	TR	Mudanya
Europe/Moscow	7386608915803	RU	Gavrilov-Yam
Asia/Manila	2560700852821	PH	Tupi
Asia/Manila	1988252313644	PH	Masbate
Asia/Bangkok	4187277475840	TH	Kantharalak
Asia/Colombo	4359703507528	LK	Dehiwala-Mount Lavinia
Europe/Rome	0090373229320	IT	Falconara Marittima
Asia/Kuala_Lumpur	2513311033578	MY	Batu Feringgi
America/Detroit	2676238772972	US	Port Huron
America/Toronto	7820053794267	CA	Markham
Africa/Brazzaville	4944041747851	CG	Brazzaville
Asia/Dili	1982345909653	TL	Maliana
Asia/Shanghai	6182126196691	CN	Xiangtan
Europe/Berlin	7959114364764	DE	Bretten
America/Los_Angeles	6991167293937	US	Visitacion Valley
America/Chicago	4385915639863	US	Schererville
Asia/Jakarta	8496707776171	ID	Muncar
America/Los_Angeles	3868509812343	US	Glendale
America/New_York	3996749344291	US	Fort Washington
Europe/Warsaw	0352588557408	PL	Reda
Africa/Algiers	1859630194622	DZ	Bordj Zemoura
America/Los_Angeles	6448589157564	US	Keizer
America/New_York	2385650686285	US	Sicklerville
Asia/Shanghai	4508112403796	CN	Huangshi
Europe/Lisbon	0955445687845	PT	Paredes
America/Mexico_City	8274846884243	MX	Tuxtla
Europe/London	7000592234244	GB	Blackpool
Asia/Jakarta	0086630903744	ID	Jambi City
America/Recife	2336758172552	BR	Recife
America/Chicago	6243374297735	US	Pleasant Prairie
Asia/Jerusalem	6659863866380	IL	Rahat
America/New_York	9789370390850	US	Bon Air
Asia/Bangkok	8682487526642	TH	Kantharalak
America/Los_Angeles	9104974308931	US	Santa Maria
Asia/Tokyo	6213769935023	JP	Nonoichi
America/New_York	1516863788140	US	Front Royal
Europe/Zaporozhye	1056420808497	UA	Polohy
America/New_York	1213489857693	US	Kendall
Asia/Kuala_Lumpur	2930576546948	MY	Batu Feringgi
America/New_York	2037271553148	US	New Canaan
Africa/Johannesburg	6681115986096	ZA	Standerton
Africa/Niamey	8854956637191	NE	Mirriah
America/Los_Angeles	3789067954781	US	Opportunity
Asia/Kolkata	0641069066080	IN	Rafiganj
America/Mexico_City	2947591708985	MX	San Lorenzo Acopilco
Asia/Kuching	7304406887696	MY	Donggongon
Asia/Shanghai	0752448181789	CN	Xiangtan
Asia/Kolkata	4190768294677	IN	Puducherry
America/Chicago	4463057536292	US	Coralville
Asia/Colombo	1658432611098	LK	Hendala
America/Fortaleza	1446605374587	BR	Guaraciaba do Norte
Australia/Brisbane	7376894755849	AU	Maryborough
Europe/Minsk	1953084416320	BY	Novogrudok
Europe/Moscow	7610938845036	RU	Roslavl’
Europe/Vienna	5577313556685	AT	Sankt Peter
Asia/Yangon	1891503874323	MM	Dawei
Asia/Jakarta	7629541696157	ID	Sukabumi
Asia/Kolkata	7370842762668	IN	Patti
America/Los_Angeles	9072349196103	US	Kent
America/Los_Angeles	1727407657123	US	Troutdale
Europe/Amsterdam	2986942283047	NL	Tongelre
Europe/Kiev	3587414084057	UA	Hlukhiv
America/New_York	4524970907658	US	Cypress Hills
America/New_York	7696336903097	US	Far Rockaway
America/Chicago	5690442562355	US	Murray
Asia/Jakarta	3075226455818	ID	Tebingtinggi
Asia/Kolkata	1559317120776	IN	Sheoganj
Asia/Manila	6743987909334	PH	Jagna
America/Bahia	8232604018026	BR	Muritiba
Africa/Maputo	0479944798340	MZ	Maxixe
Europe/Berlin	8292877339617	DE	Korschenbroich
Asia/Kuala_Lumpur	1415512368316	MY	Kulai
America/Glace_Bay	8007914086689	CA	Sydney
America/Panama	0101150280691	PA	Chilibre
America/Caracas	8806942141687	VE	Barinas
Asia/Shanghai	6333754569290	CN	Haicheng
Africa/Casablanca	3111613191270	MA	Jerada
Europe/London	2263651867868	GB	Walton-on-the-Naze
America/New_York	3227933077467	US	Sicklerville
America/New_York	2756358085326	US	Lakewood
Asia/Manila	3399540993420	PH	Santa Catalina
America/New_York	5888734051179	US	Massapequa
America/Argentina/Buenos_Aires	8703048128133	AR	Chacabuco
Europe/Berlin	5494703100535	DE	Gronau
Africa/Lagos	6060608205003	NG	Lagos
America/Santiago	2472145665006	CL	Ovalle
Asia/Tokyo	9571454821486	JP	Ina
Asia/Karachi	1018097638654	PK	Sillanwali
America/New_York	2132743133580	US	Kendall
Europe/Kiev	6084453914415	UA	Krasyliv
Asia/Shanghai	9989704519920	CN	Huangshi
Europe/Rome	6917205823423	IT	Sassari
Europe/London	6148480688159	GB	Great Wyrley
Europe/London	1922019161659	GB	Surbiton
Europe/Zaporozhye	8379343141308	UA	Polohy
Asia/Kolkata	3635720859446	IN	Haldwani
Europe/London	2775039535493	GB	Westbury
Europe/Bucharest	4759636676207	RO	Sector 6
America/New_York	8596470481224	US	Taunton
Europe/Amsterdam	0165289013261	NL	Emmeloord
Europe/Madrid	9356588586872	ES	Talavera de la Reina
Asia/Jakarta	2082957728808	ID	Sukabumi
Europe/Kiev	9080902436016	UA	Artsyz
Asia/Shanghai	9206604057025	CN	Foshan
Asia/Kolkata	8726065813585	IN	Haldwani
America/Sao_Paulo	1199936124573	BR	Alfenas
Europe/Madrid	5757301699000	ES	Reus
Europe/Paris	9009103336550	FR	Valence
Asia/Shanghai	1426389053229	CN	Pucheng
Asia/Jakarta	4927052982282	ID	Jambi City
America/New_York	7416301085517	US	Collinwood
Africa/Kampala	0894026547126	UG	Paidha
Asia/Karachi	0328185425907	PK	Larkana
Europe/Moscow	9453190160503	RU	Dyat’kovo
America/Mexico_City	2222277480363	MX	Guanajuato
Europe/London	8753212099288	GB	Inverness
Asia/Kolkata	1389913302432	IN	Kenda
America/Chicago	2024512084103	US	Tyler
Asia/Kolkata	6770491458171	IN	Kangayam
Asia/Kolkata	7230245254644	IN	Madhipura
Europe/Paris	0320278925912	FR	Le Chesnay
Europe/Berlin	9252217214072	DE	Hechingen
America/Belem	6387688595115	BR	Soure
Asia/Karachi	2216966638357	PK	Sangla Hill
Africa/Johannesburg	5367279736197	ZA	Standerton
America/Panama	9047746325210	PA	Chilibre
Europe/Berlin	0513795202639	DE	Zeitz
Africa/Windhoek	1145267791045	NA	Okahandja
Europe/Madrid	7742175628148	ES	San Juan de Aznalfarache
Asia/Kolkata	1878754536019	IN	Jais
Europe/Madrid	5883760882391	ES	Puertollano
Asia/Shanghai	7881280253774	CN	Zaozhuang
Asia/Aden	0862466706496	YE	Ataq
Europe/London	8899082677314	GB	Devizes
Asia/Yekaterinburg	7121028368743	RU	Kachkanar
America/Los_Angeles	4066721272108	US	Porterville
Africa/Kampala	6894696515894	UG	Arua
Europe/Paris	1425330754031	FR	Bar-le-Duc
America/Los_Angeles	4410461951890	US	San Gabriel
Europe/London	2278847436285	GB	Exeter
Africa/Tripoli	9139472217942	LY	Ghat
Europe/Berlin	7308583503608	DE	Wesseling
America/Los_Angeles	6470827071561	US	Santa Maria
Asia/Tokyo	8728167610970	JP	Gero
Europe/Berlin	7551235698935	DE	Hechingen
America/Los_Angeles	6282030069194	US	Norco
Europe/Paris	0491362256356	FR	Dax
Europe/Moscow	1112105086458	RU	Danilov
Europe/Berlin	0692775300678	DE	Nidderau
Africa/Dar_es_Salaam	7607659941529	TZ	Nyangao
Asia/Tokyo	3932038820770	JP	Nayoro
Europe/Berlin	7487681346154	DE	Oschatz
America/Los_Angeles	3437088274066	US	Claremont
Europe/Saratov	1321982758109	RU	Privolzhskiy
Europe/Bratislava	2677731680184	SK	Skalica
Europe/Paris	0516154449591	FR	Arles
America/Chicago	7557561667508	US	Kaukauna
Europe/Paris	3646216548027	FR	Bar-le-Duc
America/Mexico_City	0203197300919	MX	Contla
America/Toronto	8850154978753	CA	Sainte-Catherine
Europe/Stockholm	3609117820180	SE	Hudiksvall
America/Toronto	3550456320971	CA	Pointe-Claire
Europe/Moscow	0517054257989	RU	Petrozavodsk
America/Mexico_City	9599783022053	MX	Guanajuato
America/Los_Angeles	0612764139454	US	South Whittier
Europe/Paris	7030647342563	FR	Marseille 11
Asia/Seoul	9399760540200	KR	T’aebaek
Asia/Shanghai	4637714205139	CN	Xinzhou
Asia/Shanghai	0108766759733	CN	Pingyi
Europe/Paris	1863159320165	FR	Rueil-Malmaison
Asia/Urumqi	4431974115173	CN	Hoxtolgay
Asia/Kolkata	1366857844525	IN	Meerut
Asia/Yekaterinburg	7816136448233	RU	Kachkanar
Africa/Casablanca	1249311442133	MA	Temara
Europe/Rome	9499238974466	IT	Falconara Marittima
Asia/Tokyo	4402870294590	JP	Shimotoda
Asia/Manila	7183973624718	PH	Guyong
Asia/Kolkata	9161555111793	IN	Aistala
Asia/Kolkata	2904333237806	IN	Pandua
America/Mexico_City	5584499125147	MX	Salvatierra
Asia/Samarkand	5348054143874	UZ	Jizzax
Asia/Kolkata	9768004327165	IN	Pandua
Asia/Karachi	2719437026221	PK	Khairpur Mir’s
Asia/Yekaterinburg	3353353860775	RU	Lesnoy
Europe/London	1339426899387	GB	Rutherglen
Asia/Manila	2753012183084	PH	Tupi
America/Santiago	2684381420961	CL	La Ligua
Europe/Stockholm	1385160053080	SE	Boo
Africa/Lagos	2549446898539	NG	Ilesa
America/New_York	0372207364590	US	West Chester
Europe/Kiev	7736525285556	UA	Zvenihorodka
Europe/Moscow	7154870885182	RU	Solntsevo
America/Indiana/Indianapolis	9058739074275	US	Greenfield
Asia/Kolkata	1563551787046	IN	Kalavoor
Asia/Karachi	9879326148939	PK	Hasilpur
Europe/Moscow	6937801088538	RU	Bavly
Europe/Brussels	3783779625762	BE	Beveren
America/El_Salvador	8721240327284	SV	Sonzacate
Europe/Paris	9137716522708	FR	Pamiers
Africa/Algiers	1413441155342	DZ	Bordj Zemoura
Asia/Taipei	5859865129549	TW	Magong
Europe/Moscow	0189473241230	RU	Shushary
America/Havana	0168972532551	CU	Media Luna
America/Los_Angeles	4038763159983	US	Santa Maria
America/Sao_Paulo	5683704642148	BR	Artur Nogueira
Europe/Rome	9462193643371	IT	Villabate
Asia/Hebron	7152046080546	PS	East Jerusalem
America/New_York	3747612162968	US	Jersey City
Asia/Tehran	6784064748293	IR	Isfahan
America/New_York	7387967705555	US	Fayetteville
Europe/Paris	1425145169037	FR	Saint-Omer
Asia/Tokyo	7895531504263	JP	Nonoichi
Europe/Madrid	4022661968310	ES	San Juan de Aznalfarache
America/Chicago	6143126303465	US	Ada
Asia/Seoul	7179401172173	KR	Eisen
Europe/Istanbul	2565157377132	TR	Gaziantep
Europe/Madrid	9912169008364	ES	el Camp de l'Arpa del Clot
Asia/Irkutsk	3721550792623	RU	Ulan-Ude
Africa/Lubumbashi	3215608370258	CD	Kamina
Europe/Paris	9035204682555	FR	Valence
Europe/Paris	1473928418322	FR	Gonesse
Europe/Brussels	8516967718480	BE	Denderleeuw
Asia/Tokyo	9960669817573	JP	Annaka
Europe/Dublin	8855651897385	IE	Athlone
Europe/Berlin	8189088144478	DE	Siegburg
Europe/Berlin	8455236455124	DE	Losheim
America/Menominee	1209847324778	US	Iron River
Asia/Manila	7481963119184	PH	Santa Catalina
Asia/Kolkata	6568516370481	IN	Kangayam
Asia/Shanghai	6657811484358	CN	Shuangcheng
America/Sao_Paulo	3739458120721	BR	Itaperuna
Europe/Berlin	4555488619702	DE	Wittenau
Europe/Istanbul	2501421032925	TR	Mudanya
America/Merida	5538236442639	MX	Progreso
Europe/Warsaw	6934749910846	PL	Ustka
Europe/Sarajevo	8633002340663	BA	Bijeljina
Europe/Paris	6904929448520	FR	Elbeuf
Asia/Bangkok	8218674417266	TH	Bang Ban
Asia/Kuala_Lumpur	6097278290060	MY	Batu Feringgi
America/Indiana/Indianapolis	5766508916124	US	Granger
America/Chicago	5932832433662	US	Brenham
Asia/Dhaka	4365844159755	BD	Manikchari
Asia/Tehran	1199967105268	IR	Darreh Shahr
Asia/Hong_Kong	3238114482512	HK	Tsuen Wan
America/New_York	0618861466028	US	Nutley
Europe/Rome	0331544467203	IT	San Giuliano Milanese
Europe/Madrid	9572075662830	ES	San Fernando de Henares
America/Los_Angeles	2729648054081	US	Claremont
Asia/Manila	1808530424476	PH	Jagna
Europe/Rome	9409480498573	IT	Ragusa
Europe/London	9315502357226	GB	Newbury
Europe/Istanbul	8117740102252	TR	Edremit
America/New_York	7442405492579	US	Covington
America/Argentina/Ushuaia	9579033397469	AR	Ushuaia
America/New_York	3777796063140	US	Waterbury
America/Costa_Rica	5983214592521	CR	San Rafael
America/Argentina/Ushuaia	1071489352392	AR	Ushuaia
America/Denver	5019207288475	US	Saratoga Springs
Europe/Bratislava	7673489768629	SK	Hlohovec
Australia/Melbourne	3843206869364	AU	Wheelers Hill
Asia/Manila	0496434767488	PH	Naga
America/Los_Angeles	5586241787733	US	South Whittier
Asia/Kolkata	9010513460094	IN	Talipparamba
Europe/Paris	0608096776108	FR	Marly-le-Roi
America/New_York	6792662257086	US	New Canaan
Pacific/Port_Moresby	8552338723028	PG	Mount Hagen
Asia/Karachi	9015537844561	PK	Kot Addu
Asia/Yekaterinburg	0784006440694	RU	Tavda
America/Chicago	7677468954379	US	Huntley
Asia/Shanghai	0561470634763	CN	Xinzhou
America/Sao_Paulo	5533838129469	BR	Guapimirim
America/Argentina/Tucuman	9099321390427	AR	Aguilares
America/Los_Angeles	8264626408387	US	Camarillo
Africa/Algiers	1221831513197	DZ	Frenda
Europe/Rome	1168989186586	IT	Lanciano
Europe/Zurich	7030545998794	CH	Adliswil
Europe/Kiev	1579837777618	UA	Shepetivka
America/Los_Angeles	6799486160790	US	Encinitas
Africa/Casablanca	9048027513104	MA	Temara
America/Toronto	1180533301528	CA	Dorval
Europe/Moscow	1973556973281	RU	Solntsevo
Asia/Kolkata	2843887752550	IN	Sojat
America/Toronto	1896593031489	CA	Beaconsfield
Europe/Paris	1923002199499	FR	Arles
Europe/Berlin	8818112202821	DE	Hermsdorf
Asia/Kolkata	7353351929548	IN	Rajaori
America/Mexico_City	3092451888686	MX	Teziutlan
America/New_York	3313649696198	US	Punta Gorda Isles
Asia/Shanghai	1005516421065	CN	Changzhi
America/Maceio	4166198869235	BR	Barra dos Coqueiros
Asia/Hebron	0898946013563	PS	East Jerusalem
America/Los_Angeles	5807825155428	US	Watsonville
Asia/Tokyo	5926691623043	JP	Gero
Europe/Rome	8166597762737	IT	Sassari
Asia/Jerusalem	1014670166675	IL	Ganei Tikva
Europe/Istanbul	6038975988102	TR	Mardin
America/New_York	8305908957725	US	Yonkers
Europe/Kiev	9934619133723	UA	Hlukhiv
Europe/Minsk	2320779750912	BY	Dobrush
Europe/Sofia	0859365730189	BG	Aytos
America/Chicago	4813715957127	US	San Juan
Europe/Belgrade	2746773492748	XK	Glogovac
America/Chicago	6989420252647	US	Evergreen Park
America/Chicago	2831380127272	US	Fairview Heights
Europe/London	4106825844341	GB	Chapletown
America/Bogota	2898252354686	CO	Buenaventura
Asia/Shanghai	0490986970075	CN	Sishui
America/New_York	4581482076913	US	Front Royal
Europe/Berlin	4500763176951	DE	Schwalmtal
Asia/Tehran	6810869799175	IR	Aleshtar
Asia/Yerevan	6974034960163	AM	Hrazdan
Europe/Rome	1498152491729	IT	Agrigento
Asia/Jakarta	2310486047016	ID	Simpang
Europe/Rome	7012965586485	IT	Ragusa
America/New_York	9061090030187	US	Martinsburg
Asia/Tokyo	8886359819331	JP	Namerikawa
Asia/Shanghai	5940710910235	CN	Laiwu
Asia/Kolkata	6386781339350	IN	Sheoganj
America/Chicago	4636014769433	US	Pleasant Prairie
Asia/Barnaul	4014266429181	RU	Novosilikatnyy
Asia/Tokyo	5369444493386	JP	Hita
Africa/Algiers	7413117798679	DZ	Cheraga
Europe/Vienna	2060590542777	AT	Floridsdorf
America/Los_Angeles	5344896735048	US	San Gabriel
Europe/Moscow	7787762188650	RU	Valday
Asia/Tokyo	1973270717970	JP	Iwade
Africa/Dar_es_Salaam	0908990375798	TZ	Usagara
America/Bogota	7844602195787	CO	Socorro
America/Argentina/Buenos_Aires	0948385266942	AR	Barracas
America/New_York	1718033425941	US	Leland
Asia/Karachi	2595224409886	PK	Bhit Shah
Europe/Rome	4554822932842	IT	Malnate
America/Chicago	0858311448345	US	Hutchinson
America/Chicago	2028469857223	US	West Des Moines
America/Chicago	1550503512757	US	West Des Moines
Asia/Jakarta	5417037264643	ID	Kudus
America/Sao_Paulo	2395207599333	BR	Esmeraldas
Asia/Shanghai	4062499135928	CN	Danjiangkou
America/El_Salvador	6511824157985	SV	Ilopango
America/New_York	0786704533340	US	Greenpoint
Africa/Algiers	1831795900768	DZ	Bordj Zemoura
America/New_York	4258328613129	US	Brunswick
America/New_York	2032213370753	US	Malden
Asia/Manila	6881781251393	PH	Dipolog
Europe/Madrid	4047111564409	ES	Segundo Ensanche
Asia/Bangkok	3236300243558	TH	Bua Yai
America/Los_Angeles	4484144704431	US	Bothell West
Africa/Johannesburg	7558710968590	ZA	Vryheid
Asia/Shanghai	2872103422304	CN	Jingzhou
America/Los_Angeles	0066488598699	US	Palm Desert
Asia/Manila	4545754625124	PH	Talisay
Europe/Moscow	5272184725061	RU	Solntsevo
Asia/Bangkok	1903227039381	TH	Bang Ban
America/Chicago	4841059460584	US	Abilene
Europe/Rome	4231804005212	IT	Castelfranco Emilia
America/New_York	1149183618370	US	Nutley
Asia/Tokyo	8496261572455	JP	Ina
Asia/Karachi	3150297345166	PK	Larkana
Africa/Conakry	5692376911285	GN	Camayenne
Europe/Rome	0091374148788	IT	Lanciano
Europe/Berlin	8020631703738	DE	Bensheim
America/Sao_Paulo	5945696676847	BR	Santa Gertrudes
Africa/Cairo	5486943461996	EG	Alexandria
Europe/Berlin	5500573541153	DE	Pfullingen
Europe/London	8296337096935	GB	Brierley Hill
America/Los_Angeles	3106807948518	US	Palm Desert
America/Chicago	4515812417374	US	Tupelo
Europe/Zaporozhye	0570172912147	UA	Polohy
Europe/Berlin	4493924081327	DE	Weimar
America/Toronto	6745319405293	CA	Dorval
Europe/London	0384880021929	GB	Westbury
Asia/Kolkata	4064783529666	IN	Madhipura
Asia/Jakarta	5459787451607	ID	Labuhan Deli
America/Los_Angeles	1065742261637	US	South Whittier
Asia/Jakarta	5119680276522	ID	Pameungpeuk
Indian/Reunion	5087608041593	RE	Saint-Denis
Europe/Rome	4422922450835	IT	Somma Vesuviana
Asia/Kolkata	1773781735353	IN	Pilkhua
Europe/London	4953865877125	GB	Rhosllanerchrugog
Europe/Moscow	4065396240580	RU	Dyat’kovo
Asia/Tokyo	1256191404922	JP	Motomachi
Asia/Tokyo	8037749541497	JP	Annaka
Europe/Zurich	2474372655539	CH	Onex
Africa/Libreville	8371794141487	GA	Franceville
Asia/Kolkata	3917942029884	IN	Sirsi
Europe/London	4465163979611	GB	Bushey
Europe/Moscow	7035176600979	RU	Kovylkino
Europe/Amsterdam	4863262734191	NL	Barneveld
Asia/Kolkata	7570330488364	IN	Talipparamba
Africa/Lubumbashi	2360948803148	CD	Kamina
America/New_York	8673452996171	US	Newburgh
Africa/Porto-Novo	3975175840089	BJ	Tchaourou
Asia/Kolkata	6597021948229	IN	Jais
Asia/Jerusalem	4760115640466	IL	Ganei Tikva
America/Port-au-Prince	9680338252114	HT	Thomazeau
Europe/Moscow	5911115730377	RU	Bavly
Europe/Belgrade	4773000362510	XK	Glogovac
Asia/Tokyo	3612631737124	JP	Iwade
Europe/Paris	1334872182946	FR	Sceaux
America/Los_Angeles	4640555066692	US	Kent
Asia/Tokyo	4682187718907	JP	Hita
America/New_York	3111930259424	US	Cypress Hills
Europe/Paris	5388551655791	FR	Lons-le-Saunier
Australia/Sydney	9898883766905	AU	Strathfield
Asia/Kolkata	3274302063828	IN	Uran
Europe/London	0535042196737	GB	Surbiton
Asia/Kolkata	2886010726431	IN	Gariadhar
Asia/Shanghai	0623831323508	CN	Foshan
Asia/Kolkata	3961782983974	IN	Periyakulam
Europe/Amsterdam	1883468794617	NL	Emmeloord
America/Argentina/Tucuman	3142851134491	AR	Aguilares
Asia/Manila	1996062044801	PH	Dipolog
Africa/Accra	0189668266284	GH	Bibiani
Asia/Shanghai	3377866132860	CN	Xinzhou
Europe/London	9061897940696	GB	Lancing
Asia/Kolkata	3694419616999	IN	Madhipura
Africa/Lagos	3169552583373	NG	Argungu
Europe/Paris	4340558912346	FR	Valence
America/Chicago	9071118300451	US	Muskogee
Africa/Windhoek	6098418029458	NA	Okahandja
Asia/Manila	0302425452540	PH	Sorsogon
Europe/Bratislava	4904667381037	SK	Skalica
Asia/Kolkata	3963070952303	IN	Pilkhua
Asia/Krasnoyarsk	9993061990216	RU	Lesosibirsk
Europe/Belgrade	6949648637305	XK	Glogovac
Asia/Tokyo	7324697976534	JP	Nayoro
America/Argentina/Cordoba	2200799753660	AR	Esperanza
America/Santiago	3744332474852	CL	Ovalle
America/New_York	2566823113962	US	Lutz
Asia/Kolkata	1891829527514	IN	Bachhraon
Europe/Berlin	1801314367006	DE	Siegburg
America/Chicago	5715800786478	US	Fresno
Asia/Dhaka	4381793089257	BD	Manikchari
Asia/Kolkata	3522434071083	IN	Kenda
America/Argentina/Buenos_Aires	7834159066852	AR	Barracas
Asia/Kuala_Lumpur	4675442553207	MY	Kulai
America/New_York	9722446058940	US	Venice
Europe/Skopje	1276999731990	MK	Saraj
Europe/Berlin	2829806866225	DE	Siegburg
America/Detroit	7913312188720	US	Port Huron
Europe/Berlin	7720028921035	DE	Marburg an der Lahn
Africa/Kampala	9634242348890	UG	Paidha
Europe/Kiev	2396879807856	UA	Krasyliv
Asia/Karachi	0569749504717	PK	Sillanwali
America/Port_of_Spain	3605394319591	TT	Port of Spain
Europe/London	2820916160852	GB	Exeter
Europe/Moscow	1712633010262	RU	Yeysk
Africa/Algiers	8999039918344	DZ	Boumerdas
America/Chicago	9780960089444	US	Hutchinson
Europe/Kiev	8556453268563	UA	Zvenihorodka
